Source,T1,Destination,T2,Seq,Latency
10.143.3.2,1697911165,10.129.129.2,1697911165,1217,61561727
10.136.5.2,1697911166,10.129.129.2,1697911166,448,15277583
10.143.3.2,1697911166,10.129.129.2,1697911166,1218,61559965
10.136.5.2,1697911167,10.129.129.2,1697911167,449,15257104
10.143.3.2,1697911167,10.129.129.2,1697911167,1219,61570441
10.136.5.2,1697911168,10.129.129.2,1697911168,450,15284145
10.143.3.2,1697911168,10.129.129.2,1697911168,1220,61569971
10.136.5.2,1697911169,10.129.129.2,1697911169,451,15247434
10.143.3.2,1697911169,10.129.129.2,1697911169,1221,61535093
10.136.5.2,1697911170,10.129.129.2,1697911170,452,15269569
10.143.3.2,1697911170,10.129.129.2,1697911170,1222,61552830
10.136.5.2,1697911171,10.129.129.2,1697911171,453,15272610
10.143.3.2,1697911171,10.129.129.2,1697911171,1223,61549623
10.136.5.2,1697911172,10.129.129.2,1697911172,454,15273574
10.143.3.2,1697911172,10.129.129.2,1697911172,1224,61552084
10.136.5.2,1697911173,10.129.129.2,1697911173,455,15284282
10.143.3.2,1697911173,10.129.129.2,1697911173,1225,61581953
10.136.5.2,1697911174,10.129.129.2,1697911174,456,15251079
10.143.3.2,1697911174,10.129.129.2,1697911174,1226,61573231
10.136.5.2,1697911175,10.129.129.2,1697911175,457,15251261
10.143.3.2,1697911175,10.129.129.2,1697911175,1227,61572198
10.136.5.2,1697911176,10.129.129.2,1697911176,458,15264081
10.143.3.2,1697911176,10.129.129.2,1697911176,1228,61567039
10.136.5.2,1697911177,10.129.129.2,1697911177,459,15268099
10.143.3.2,1697911177,10.129.129.2,1697911177,1229,61586732
10.136.5.2,1697911178,10.129.129.2,1697911178,460,15263799
10.143.3.2,1697911178,10.129.129.2,1697911178,1230,61547704
10.136.5.2,1697911179,10.129.129.2,1697911179,461,15275425
10.143.3.2,1697911179,10.129.129.2,1697911179,1231,61545747
10.136.5.2,1697911180,10.129.129.2,1697911180,462,15237183
10.143.3.2,1697911180,10.129.129.2,1697911180,1232,61563874
10.136.5.2,1697911181,10.129.129.2,1697911181,463,15262273
10.143.3.2,1697911181,10.129.129.2,1697911181,1233,61556044
10.136.5.2,1697911182,10.129.129.2,1697911182,464,15278051
10.143.3.2,1697911182,10.129.129.2,1697911182,1234,61530959
10.136.5.2,1697911183,10.129.129.2,1697911183,465,15264651
10.143.3.2,1697911183,10.129.129.2,1697911183,1235,61543071
10.136.5.2,1697911184,10.129.129.2,1697911184,466,15230990
10.143.3.2,1697911184,10.129.129.2,1697911184,1236,61560051
10.136.5.2,1697911185,10.129.129.2,1697911185,467,15251076
10.143.3.2,1697911185,10.129.129.2,1697911185,1237,61567928
10.136.5.2,1697911186,10.129.129.2,1697911186,468,15279356
10.143.3.2,1697911186,10.129.129.2,1697911186,1238,61537590
10.136.5.2,1697911187,10.129.129.2,1697911187,469,15252198
10.143.3.2,1697911187,10.129.129.2,1697911187,1239,61558080
10.136.5.2,1697911188,10.129.129.2,1697911188,470,15263697
10.143.3.2,1697911188,10.129.129.2,1697911188,1240,61556357
10.136.5.2,1697911189,10.129.129.2,1697911189,471,15292552
10.143.3.2,1697911189,10.129.129.2,1697911189,1241,61548907
10.136.5.2,1697911190,10.129.129.2,1697911190,472,15242581
10.143.3.2,1697911190,10.129.129.2,1697911190,1242,61537446
10.136.5.2,1697911191,10.129.129.2,1697911191,473,15257522
10.143.3.2,1697911191,10.129.129.2,1697911191,1243,61542998
10.136.5.2,1697911192,10.129.129.2,1697911192,474,15261835
10.143.3.2,1697911192,10.129.129.2,1697911192,1244,61548897
10.136.5.2,1697911193,10.129.129.2,1697911193,475,15265418
10.143.3.2,1697911193,10.129.129.2,1697911193,1245,61545448
10.136.5.2,1697911194,10.129.129.2,1697911194,476,15290607
10.143.3.2,1697911194,10.129.129.2,1697911194,1246,61557593
10.136.5.2,1697911195,10.129.129.2,1697911195,477,15272407
10.143.3.2,1697911195,10.129.129.2,1697911195,1247,61539991
10.136.5.2,1697911196,10.129.129.2,1697911196,478,15245714
10.143.3.2,1697911196,10.129.129.2,1697911196,1248,61533868
10.136.5.2,1697911197,10.129.129.2,1697911197,479,15274475
10.143.3.2,1697911197,10.129.129.2,1697911197,1249,61525821
10.136.5.2,1697911198,10.129.129.2,1697911198,480,15272658
10.143.3.2,1697911198,10.129.129.2,1697911198,1250,61552355
10.136.5.2,1697911199,10.129.129.2,1697911199,481,15265102
10.143.3.2,1697911199,10.129.129.2,1697911199,1251,61534672
10.136.5.2,1697911200,10.129.129.2,1697911200,482,15288217
10.143.3.2,1697911200,10.129.129.2,1697911200,1252,61541579
10.136.5.2,1697911201,10.129.129.2,1697911201,483,15261716
10.143.3.2,1697911201,10.129.129.2,1697911201,1253,61551257
10.136.5.2,1697911202,10.129.129.2,1697911202,484,15268974
10.143.3.2,1697911202,10.129.129.2,1697911202,1254,61556166
10.136.5.2,1697911203,10.129.129.2,1697911203,485,15278589
10.143.3.2,1697911203,10.129.129.2,1697911203,1255,61536219
10.136.5.2,1697911204,10.129.129.2,1697911204,486,15289479
10.143.3.2,1697911204,10.129.129.2,1697911204,1256,61549768
10.136.5.2,1697911205,10.129.129.2,1697911205,487,15253495
10.143.3.2,1697911205,10.129.129.2,1697911205,1257,61536847
10.136.5.2,1697911206,10.129.129.2,1697911206,488,15271124
10.143.3.2,1697911206,10.129.129.2,1697911206,1258,61538038
10.136.5.2,1697911207,10.129.129.2,1697911207,489,15262326
10.143.3.2,1697911207,10.129.129.2,1697911207,1259,61547071
10.136.5.2,1697911208,10.129.129.2,1697911208,490,15285586
10.143.3.2,1697911208,10.129.129.2,1697911208,1260,61565973
10.136.5.2,1697911209,10.129.129.2,1697911209,491,15267584
10.143.3.2,1697911209,10.129.129.2,1697911209,1261,61524367
10.136.5.2,1697911210,10.129.129.2,1697911210,492,15256184
10.143.3.2,1697911210,10.129.129.2,1697911210,1262,61556378
10.136.5.2,1697911211,10.129.129.2,1697911211,493,15259034
10.143.3.2,1697911211,10.129.129.2,1697911211,1263,61539241
10.136.5.2,1697911212,10.129.129.2,1697911212,494,15259266
10.143.3.2,1697911212,10.129.129.2,1697911212,1264,61555177
10.136.5.2,1697911213,10.129.129.2,1697911213,495,15259746
10.143.3.2,1697911213,10.129.129.2,1697911213,1265,61589707
10.136.5.2,1697911214,10.129.129.2,1697911214,496,15282566
10.143.3.2,1697911214,10.129.129.2,1697911214,1266,61543368
10.136.5.2,1697911215,10.129.129.2,1697911215,497,15252183
10.143.3.2,1697911215,10.129.129.2,1697911215,1267,61553465
10.136.5.2,1697911216,10.129.129.2,1697911216,498,15260280
10.143.3.2,1697911216,10.129.129.2,1697911216,1268,61551619
10.136.5.2,1697911217,10.129.129.2,1697911217,499,15270329
10.143.3.2,1697911217,10.129.129.2,1697911217,1269,61545241
10.136.5.2,1697911218,10.129.129.2,1697911218,500,15232998
10.143.3.2,1697911218,10.129.129.2,1697911218,1270,61534209
10.136.5.2,1697911219,10.129.129.2,1697911219,501,15269215
10.143.3.2,1697911219,10.129.129.2,1697911219,1271,61539522
10.136.5.2,1697911220,10.129.129.2,1697911220,502,15270206
10.143.3.2,1697911220,10.129.129.2,1697911220,1272,61530542
10.136.5.2,1697911221,10.129.129.2,1697911221,503,15255870
10.143.3.2,1697911221,10.129.129.2,1697911221,1273,61522655
10.136.5.2,1697911222,10.129.129.2,1697911222,504,15316397
10.143.3.2,1697911222,10.129.129.2,1697911222,1274,61542091
10.136.5.2,1697911223,10.129.129.2,1697911223,505,15248842
10.143.3.2,1697911223,10.129.129.2,1697911223,1275,61533030
10.136.5.2,1697911224,10.129.129.2,1697911224,506,15268115
10.143.3.2,1697911224,10.129.129.2,1697911224,1276,61594178
10.136.5.2,1697911225,10.129.129.2,1697911225,507,15291173
10.143.3.2,1697911225,10.129.129.2,1697911225,1277,61563445
10.136.5.2,1697911226,10.129.129.2,1697911226,508,15276176
10.143.3.2,1697911226,10.129.129.2,1697911226,1278,61548665
10.136.5.2,1697911227,10.129.129.2,1697911227,509,15262467
10.143.3.2,1697911227,10.129.129.2,1697911227,1279,61566798
10.136.5.2,1697911228,10.129.129.2,1697911228,510,15284790
10.143.3.2,1697911228,10.129.129.2,1697911228,1280,61550804
10.136.5.2,1697911229,10.129.129.2,1697911229,511,15286552
10.143.3.2,1697911229,10.129.129.2,1697911229,1281,61530976
10.136.5.2,1697911230,10.129.129.2,1697911230,512,15286208
10.143.3.2,1697911230,10.129.129.2,1697911230,1282,61542492
10.136.5.2,1697911231,10.129.129.2,1697911231,513,15270725
10.143.3.2,1697911231,10.129.129.2,1697911231,1283,61562965
10.136.5.2,1697911232,10.129.129.2,1697911232,514,15286907
10.143.3.2,1697911232,10.129.129.2,1697911232,1284,61552192
10.136.5.2,1697911233,10.129.129.2,1697911233,515,15270593
10.143.3.2,1697911233,10.129.129.2,1697911233,1285,61553588
10.136.5.2,1697911234,10.129.129.2,1697911234,516,15331391
10.143.3.2,1697911234,10.129.129.2,1697911234,1286,61547000
10.136.5.2,1697911235,10.129.129.2,1697911235,517,15278874
10.143.3.2,1697911235,10.129.129.2,1697911235,1287,61546518
10.136.5.2,1697911236,10.129.129.2,1697911236,518,15245215
10.143.3.2,1697911236,10.129.129.2,1697911236,1288,61560638
10.136.5.2,1697911237,10.129.129.2,1697911237,519,15277894
10.143.3.2,1697911237,10.129.129.2,1697911237,1289,61568851
10.136.5.2,1697911238,10.129.129.2,1697911238,520,15268843
10.143.3.2,1697911238,10.129.129.2,1697911238,1290,61532126
10.136.5.2,1697911239,10.129.129.2,1697911239,521,15254575
10.143.3.2,1697911239,10.129.129.2,1697911239,1291,61552983
10.136.5.2,1697911240,10.129.129.2,1697911240,522,15302384
10.143.3.2,1697911240,10.129.129.2,1697911240,1292,61552968
10.136.5.2,1697911241,10.129.129.2,1697911241,523,15292055
10.143.3.2,1697911241,10.129.129.2,1697911241,1293,61550259
10.136.5.2,1697911242,10.129.129.2,1697911242,524,15309963
10.143.3.2,1697911242,10.129.129.2,1697911242,1294,61585521
10.136.5.2,1697911243,10.129.129.2,1697911243,525,15274689
10.143.3.2,1697911243,10.129.129.2,1697911243,1295,61525296
10.136.5.2,1697911244,10.129.129.2,1697911244,526,15287549
10.143.3.2,1697911244,10.129.129.2,1697911244,1296,61528113
10.136.5.2,1697911245,10.129.129.2,1697911245,527,15248775
10.143.3.2,1697911245,10.129.129.2,1697911245,1297,61571100
10.136.5.2,1697911246,10.129.129.2,1697911246,528,15265215
10.143.3.2,1697911246,10.129.129.2,1697911246,1298,61554486
10.136.5.2,1697911247,10.129.129.2,1697911247,529,15246259
10.143.3.2,1697911247,10.129.129.2,1697911247,1299,61540101
10.136.5.2,1697911248,10.129.129.2,1697911248,530,15258100
10.143.3.2,1697911248,10.129.129.2,1697911248,1300,61567293
10.136.5.2,1697911249,10.129.129.2,1697911249,531,15274297
10.143.3.2,1697911249,10.129.129.2,1697911249,1301,61590564
10.136.5.2,1697911250,10.129.129.2,1697911250,532,15287577
10.143.3.2,1697911250,10.129.129.2,1697911250,1302,61546308
10.136.5.2,1697911251,10.129.129.2,1697911251,533,15243914
10.143.3.2,1697911251,10.129.129.2,1697911251,1303,61536859
10.136.5.2,1697911252,10.129.129.2,1697911252,534,15243823
10.143.3.2,1697911252,10.129.129.2,1697911252,1304,61532587
10.136.5.2,1697911253,10.129.129.2,1697911253,535,15258680
10.143.3.2,1697911253,10.129.129.2,1697911253,1305,61556649
10.136.5.2,1697911254,10.129.129.2,1697911254,536,15242945
10.143.3.2,1697911254,10.129.129.2,1697911254,1306,61556637
10.136.5.2,1697911255,10.129.129.2,1697911255,537,15262165
10.143.3.2,1697911255,10.129.129.2,1697911255,1307,61540523
10.136.5.2,1697911256,10.129.129.2,1697911256,538,15245240
10.143.3.2,1697911256,10.129.129.2,1697911256,1308,61556399
10.136.5.2,1697911257,10.129.129.2,1697911257,539,15253444
10.143.3.2,1697911257,10.129.129.2,1697911257,1309,61566892
10.136.5.2,1697911258,10.129.129.2,1697911258,540,15250483
10.143.3.2,1697911258,10.129.129.2,1697911258,1310,61529270
10.136.5.2,1697911259,10.129.129.2,1697911259,541,15274012
10.143.3.2,1697911259,10.129.129.2,1697911259,1311,61531647
10.136.5.2,1697911260,10.129.129.2,1697911260,542,15265633
10.143.3.2,1697911260,10.129.129.2,1697911260,1312,61535038
10.136.5.2,1697911261,10.129.129.2,1697911261,543,15247617
10.143.3.2,1697911261,10.129.129.2,1697911261,1313,61580199
10.136.5.2,1697911262,10.129.129.2,1697911262,544,15279641
10.143.3.2,1697911262,10.129.129.2,1697911262,1314,61699023
10.136.5.2,1697911263,10.129.129.2,1697911263,545,15273418
10.143.3.2,1697911263,10.129.129.2,1697911263,1315,61564638
10.136.5.2,1697911264,10.129.129.2,1697911264,546,15250387
10.143.3.2,1697911264,10.129.129.2,1697911264,1316,61565656
10.136.5.2,1697911265,10.129.129.2,1697911265,547,15271293
10.143.3.2,1697911265,10.129.129.2,1697911265,1317,61534008
10.136.5.2,1697911266,10.129.129.2,1697911266,548,15271759
10.143.3.2,1697911266,10.129.129.2,1697911266,1318,61592821
10.136.5.2,1697911267,10.129.129.2,1697911267,549,15270107
10.143.3.2,1697911267,10.129.129.2,1697911267,1319,61563232
10.136.5.2,1697911268,10.129.129.2,1697911268,550,15242170
10.143.3.2,1697911268,10.129.129.2,1697911268,1320,61559421
10.136.5.2,1697911269,10.129.129.2,1697911269,551,15255543
10.143.3.2,1697911269,10.129.129.2,1697911269,1321,61563964
10.136.5.2,1697911270,10.129.129.2,1697911270,552,15256813
10.143.3.2,1697911270,10.129.129.2,1697911270,1322,61574676
10.136.5.2,1697911271,10.129.129.2,1697911271,553,15279021
10.143.3.2,1697911271,10.129.129.2,1697911271,1323,61545333
10.136.5.2,1697911272,10.129.129.2,1697911272,554,15258090
10.143.3.2,1697911272,10.129.129.2,1697911272,1324,61537482
10.136.5.2,1697911273,10.129.129.2,1697911273,555,15267886
10.143.3.2,1697911273,10.129.129.2,1697911273,1325,61585641
10.136.5.2,1697911274,10.129.129.2,1697911274,556,15250396
10.143.3.2,1697911274,10.129.129.2,1697911274,1326,61557186
10.136.5.2,1697911275,10.129.129.2,1697911275,557,15249618
10.143.3.2,1697911275,10.129.129.2,1697911275,1327,61549838
10.136.5.2,1697911276,10.129.129.2,1697911276,558,15262923
10.143.3.2,1697911276,10.129.129.2,1697911276,1328,61560237
10.136.5.2,1697911277,10.129.129.2,1697911277,559,15262895
10.143.3.2,1697911277,10.129.129.2,1697911277,1329,61572445
10.136.5.2,1697911278,10.129.129.2,1697911278,560,15237815
10.143.3.2,1697911278,10.129.129.2,1697911278,1330,61545766
10.136.5.2,1697911279,10.129.129.2,1697911279,561,15235660
10.143.3.2,1697911279,10.129.129.2,1697911279,1331,61537701
10.136.5.2,1697911280,10.129.129.2,1697911280,562,15249734
10.143.3.2,1697911280,10.129.129.2,1697911280,1332,61544133
10.136.5.2,1697911281,10.129.129.2,1697911281,563,15246588
10.143.3.2,1697911281,10.129.129.2,1697911281,1333,61543751
10.136.5.2,1697911282,10.129.129.2,1697911282,564,15266728
10.143.3.2,1697911282,10.129.129.2,1697911282,1334,61569153
10.136.5.2,1697911283,10.129.129.2,1697911283,565,15256548
10.143.3.2,1697911283,10.129.129.2,1697911283,1335,61543666
10.136.5.2,1697911284,10.129.129.2,1697911284,566,15232633
10.143.3.2,1697911284,10.129.129.2,1697911284,1336,61572241
10.136.5.2,1697911285,10.129.129.2,1697911285,567,15275199
10.143.3.2,1697911285,10.129.129.2,1697911285,1337,61535040
10.136.5.2,1697911286,10.129.129.2,1697911286,568,15242621
10.143.3.2,1697911286,10.129.129.2,1697911286,1338,61531336
10.136.5.2,1697911287,10.129.129.2,1697911287,569,15278442
10.143.3.2,1697911287,10.129.129.2,1697911287,1339,61574333
10.136.5.2,1697911288,10.129.129.2,1697911288,570,15283346
10.143.3.2,1697911288,10.129.129.2,1697911288,1340,61528596
10.136.5.2,1697911289,10.129.129.2,1697911289,571,15267273
10.143.3.2,1697911289,10.129.129.2,1697911289,1341,61538112
10.136.5.2,1697911290,10.129.129.2,1697911290,572,15282353
10.143.3.2,1697911290,10.129.129.2,1697911290,1342,61546939
10.136.5.2,1697911291,10.129.129.2,1697911291,573,15238068
10.143.3.2,1697911291,10.129.129.2,1697911291,1343,61550809
10.136.5.2,1697911292,10.129.129.2,1697911292,574,15229893
10.143.3.2,1697911292,10.129.129.2,1697911292,1344,61554509
10.136.5.2,1697911293,10.129.129.2,1697911293,575,15263449
10.143.3.2,1697911293,10.129.129.2,1697911293,1345,61537282
10.136.5.2,1697911294,10.129.129.2,1697911294,576,15317604
10.143.3.2,1697911294,10.129.129.2,1697911294,1346,61562015
10.136.5.2,1697911295,10.129.129.2,1697911295,577,15305666
10.143.3.2,1697911295,10.129.129.2,1697911295,1347,61582219
10.136.5.2,1697911296,10.129.129.2,1697911296,578,15280132
10.143.3.2,1697911296,10.129.129.2,1697911296,1348,61545865
10.136.5.2,1697911297,10.129.129.2,1697911297,579,15234062
10.143.3.2,1697911297,10.129.129.2,1697911297,1349,61569574
10.136.5.2,1697911298,10.129.129.2,1697911298,580,15298898
10.143.3.2,1697911298,10.129.129.2,1697911298,1350,61562855
10.136.5.2,1697911299,10.129.129.2,1697911299,581,15258827
10.143.3.2,1697911299,10.129.129.2,1697911299,1351,61541996
10.136.5.2,1697911300,10.129.129.2,1697911300,582,15263410
10.143.3.2,1697911300,10.129.129.2,1697911300,1352,61548367
10.136.5.2,1697911301,10.129.129.2,1697911301,583,15256424
10.143.3.2,1697911301,10.129.129.2,1697911301,1353,61545347
10.136.5.2,1697911302,10.129.129.2,1697911302,584,15300556
10.143.3.2,1697911302,10.129.129.2,1697911302,1354,61532067
10.136.5.2,1697911303,10.129.129.2,1697911303,585,15288643
10.143.3.2,1697911303,10.129.129.2,1697911303,1355,61564993
10.136.5.2,1697911304,10.129.129.2,1697911304,586,15278395
10.143.3.2,1697911304,10.129.129.2,1697911304,1356,61528669
10.136.5.2,1697911305,10.129.129.2,1697911305,587,15266191
10.143.3.2,1697911305,10.129.129.2,1697911305,1357,61572515
10.136.5.2,1697911306,10.129.129.2,1697911306,588,15265438
10.143.3.2,1697911306,10.129.129.2,1697911306,1358,61535140
10.136.5.2,1697911307,10.129.129.2,1697911307,589,15249820
10.143.3.2,1697911307,10.129.129.2,1697911307,1359,61575636
10.136.5.2,1697911308,10.129.129.2,1697911308,590,15259794
10.143.3.2,1697911308,10.129.129.2,1697911308,1360,61557828
10.136.5.2,1697911309,10.129.129.2,1697911309,591,15261524
10.143.3.2,1697911309,10.129.129.2,1697911309,1361,61529694
10.136.5.2,1697911310,10.129.129.2,1697911310,592,15265278
10.143.3.2,1697911310,10.129.129.2,1697911310,1362,61529385
10.136.5.2,1697911311,10.129.129.2,1697911311,593,15278708
10.143.3.2,1697911311,10.129.129.2,1697911311,1363,61557008
10.136.5.2,1697911312,10.129.129.2,1697911312,594,15270772
10.143.3.2,1697911312,10.129.129.2,1697911312,1364,61573738
10.136.5.2,1697911313,10.129.129.2,1697911313,595,15282821
10.143.3.2,1697911313,10.129.129.2,1697911313,1365,61569531
10.136.5.2,1697911314,10.129.129.2,1697911314,596,15266507
10.143.3.2,1697911314,10.129.129.2,1697911314,1366,61548238
10.136.5.2,1697911315,10.129.129.2,1697911315,597,15270821
10.143.3.2,1697911315,10.129.129.2,1697911315,1367,61564314
10.136.5.2,1697911316,10.129.129.2,1697911316,598,15247612
10.143.3.2,1697911316,10.129.129.2,1697911316,1368,61571326
10.136.5.2,1697911317,10.129.129.2,1697911317,599,15264864
10.143.3.2,1697911317,10.129.129.2,1697911317,1369,61576203
10.136.5.2,1697911318,10.129.129.2,1697911318,600,15281138
10.143.3.2,1697911318,10.129.129.2,1697911318,1370,61573370
10.136.5.2,1697911319,10.129.129.2,1697911319,601,15269770
10.143.3.2,1697911319,10.129.129.2,1697911319,1371,61537793
10.136.5.2,1697911320,10.129.129.2,1697911320,602,15284409
10.143.3.2,1697911320,10.129.129.2,1697911320,1372,61561962
10.136.5.2,1697911321,10.129.129.2,1697911321,603,15256710
10.143.3.2,1697911321,10.129.129.2,1697911321,1373,61565911
10.136.5.2,1697911322,10.129.129.2,1697911322,604,15252355
10.143.3.2,1697911322,10.129.129.2,1697911322,1374,61543922
10.136.5.2,1697911323,10.129.129.2,1697911323,605,15278187
10.143.3.2,1697911323,10.129.129.2,1697911323,1375,61563454
10.136.5.2,1697911324,10.129.129.2,1697911324,606,15274783
10.143.3.2,1697911324,10.129.129.2,1697911324,1376,61536161
10.136.5.2,1697911325,10.129.129.2,1697911325,607,15265900
10.143.3.2,1697911325,10.129.129.2,1697911325,1377,61593887
10.136.5.2,1697911326,10.129.129.2,1697911326,608,15281594
10.143.3.2,1697911326,10.129.129.2,1697911326,1378,61547254
10.136.5.2,1697911327,10.129.129.2,1697911327,609,15246648
10.143.3.2,1697911327,10.129.129.2,1697911327,1379,61541761
10.136.5.2,1697911328,10.129.129.2,1697911328,610,15270003
10.143.3.2,1697911328,10.129.129.2,1697911328,1380,61534322
10.136.5.2,1697911329,10.129.129.2,1697911329,611,15279011
10.143.3.2,1697911329,10.129.129.2,1697911329,1381,61557500
10.136.5.2,1697911330,10.129.129.2,1697911330,612,15248137
10.143.3.2,1697911330,10.129.129.2,1697911330,1382,61536659
10.136.5.2,1697911331,10.129.129.2,1697911331,613,15256347
10.143.3.2,1697911331,10.129.129.2,1697911331,1383,61525753
10.136.5.2,1697911332,10.129.129.2,1697911332,614,15248871
10.143.3.2,1697911332,10.129.129.2,1697911332,1384,61544575
10.136.5.2,1697911333,10.129.129.2,1697911333,615,15306892
10.143.3.2,1697911333,10.129.129.2,1697911333,1385,61560791
10.136.5.2,1697911334,10.129.129.2,1697911334,616,15290313
10.143.3.2,1697911334,10.129.129.2,1697911334,1386,61563406
10.136.5.2,1697911335,10.129.129.2,1697911335,617,15266226
10.143.3.2,1697911335,10.129.129.2,1697911335,1387,61555223
10.136.5.2,1697911336,10.129.129.2,1697911336,618,15256642
10.143.3.2,1697911336,10.129.129.2,1697911336,1388,61545148
10.136.5.2,1697911337,10.129.129.2,1697911337,619,15292126
10.143.3.2,1697911337,10.129.129.2,1697911337,1389,61578370
10.136.5.2,1697911338,10.129.129.2,1697911338,620,15266690
10.143.3.2,1697911338,10.129.129.2,1697911338,1390,61538210
10.136.5.2,1697911339,10.129.129.2,1697911339,621,15270395
10.143.3.2,1697911339,10.129.129.2,1697911339,1391,61562178
10.136.5.2,1697911340,10.129.129.2,1697911340,622,15279822
10.143.3.2,1697911340,10.129.129.2,1697911340,1392,61537487
10.136.5.2,1697911341,10.129.129.2,1697911341,623,15255195
10.143.3.2,1697911341,10.129.129.2,1697911341,1393,61551063
10.136.5.2,1697911342,10.129.129.2,1697911342,624,15266667
10.143.3.2,1697911342,10.129.129.2,1697911342,1394,61567578
10.136.5.2,1697911343,10.129.129.2,1697911343,625,15239378
10.143.3.2,1697911343,10.129.129.2,1697911343,1395,61528997
10.136.5.2,1697911344,10.129.129.2,1697911344,626,15284370
10.143.3.2,1697911344,10.129.129.2,1697911344,1396,61573691
10.136.5.2,1697911345,10.129.129.2,1697911345,627,15278232
10.143.3.2,1697911345,10.129.129.2,1697911345,1397,61565073
10.136.5.2,1697911346,10.129.129.2,1697911346,628,15256362
10.143.3.2,1697911346,10.129.129.2,1697911346,1398,61540149
10.136.5.2,1697911347,10.129.129.2,1697911347,629,15258459
10.143.3.2,1697911347,10.129.129.2,1697911347,1399,61577949
10.136.5.2,1697911348,10.129.129.2,1697911348,630,15284165
10.143.3.2,1697911348,10.129.129.2,1697911348,1400,61529202
10.136.5.2,1697911349,10.129.129.2,1697911349,631,15261677
10.143.3.2,1697911349,10.129.129.2,1697911349,1401,61556347
10.136.5.2,1697911350,10.129.129.2,1697911350,632,15274895
10.143.3.2,1697911350,10.129.129.2,1697911350,1402,61546243
10.136.5.2,1697911351,10.129.129.2,1697911351,633,15246752
10.143.3.2,1697911351,10.129.129.2,1697911351,1403,61538895
10.136.5.2,1697911352,10.129.129.2,1697911352,634,15299435
10.143.3.2,1697911352,10.129.129.2,1697911352,1404,61551995
10.136.5.2,1697911353,10.129.129.2,1697911353,635,15237011
10.143.3.2,1697911353,10.129.129.2,1697911353,1405,61535516
10.136.5.2,1697911354,10.129.129.2,1697911354,636,15249615
10.143.3.2,1697911354,10.129.129.2,1697911354,1406,61562199
10.136.5.2,1697911355,10.129.129.2,1697911355,637,15261637
10.143.3.2,1697911355,10.129.129.2,1697911355,1407,61562515
10.136.5.2,1697911356,10.129.129.2,1697911356,638,15289950
10.143.3.2,1697911356,10.129.129.2,1697911356,1408,61567879
10.136.5.2,1697911357,10.129.129.2,1697911357,639,15284495
10.143.3.2,1697911357,10.129.129.2,1697911357,1409,61536383
10.136.5.2,1697911358,10.129.129.2,1697911358,640,15252479
10.143.3.2,1697911358,10.129.129.2,1697911358,1410,61533344
10.136.5.2,1697911359,10.129.129.2,1697911359,641,15234351
10.143.3.2,1697911359,10.129.129.2,1697911359,1411,61531521
10.136.5.2,1697911360,10.129.129.2,1697911360,642,15264376
10.143.3.2,1697911360,10.129.129.2,1697911360,1412,61538593
10.136.5.2,1697911361,10.129.129.2,1697911361,643,15257337
10.143.3.2,1697911361,10.129.129.2,1697911361,1413,61566554
10.136.5.2,1697911362,10.129.129.2,1697911362,644,15270606
10.143.3.2,1697911362,10.129.129.2,1697911362,1414,61528835
10.136.5.2,1697911363,10.129.129.2,1697911363,645,15256074
10.143.3.2,1697911363,10.129.129.2,1697911363,1415,61547623
10.136.5.2,1697911364,10.129.129.2,1697911364,646,15274877
10.143.3.2,1697911364,10.129.129.2,1697911364,1416,61551613
10.136.5.2,1697911365,10.129.129.2,1697911365,647,15232954
10.143.3.2,1697911365,10.129.129.2,1697911365,1417,61556213
10.136.5.2,1697911366,10.129.129.2,1697911366,648,15272213
10.143.3.2,1697911366,10.129.129.2,1697911366,1418,61554454
10.136.5.2,1697911367,10.129.129.2,1697911367,649,15269945
10.143.3.2,1697911367,10.129.129.2,1697911367,1419,61585863
10.136.5.2,1697911368,10.129.129.2,1697911368,650,15271296
10.143.3.2,1697911368,10.129.129.2,1697911368,1420,61554736
10.136.5.2,1697911369,10.129.129.2,1697911369,651,15280663
10.143.3.2,1697911369,10.129.129.2,1697911369,1421,61545294
10.136.5.2,1697911370,10.129.129.2,1697911370,652,15278173
10.143.3.2,1697911370,10.129.129.2,1697911370,1422,61522687
10.136.5.2,1697911371,10.129.129.2,1697911371,653,15270503
10.143.3.2,1697911371,10.129.129.2,1697911371,1423,61549001
10.136.5.2,1697911372,10.129.129.2,1697911372,654,15266637
10.143.3.2,1697911372,10.129.129.2,1697911372,1424,61534416
10.136.5.2,1697911373,10.129.129.2,1697911373,655,15253792
10.143.3.2,1697911373,10.129.129.2,1697911373,1425,61540364
10.136.5.2,1697911374,10.129.129.2,1697911374,656,15270070
10.143.3.2,1697911374,10.129.129.2,1697911374,1426,61522027
10.136.5.2,1697911375,10.129.129.2,1697911375,657,15247239
10.143.3.2,1697911375,10.129.129.2,1697911375,1427,61592379
10.136.5.2,1697911376,10.129.129.2,1697911376,658,15274809
10.143.3.2,1697911376,10.129.129.2,1697911376,1428,61545952
10.136.5.2,1697911377,10.129.129.2,1697911377,659,15255266
10.143.3.2,1697911377,10.129.129.2,1697911377,1429,61579171
10.136.5.2,1697911378,10.129.129.2,1697911378,660,15264528
10.143.3.2,1697911378,10.129.129.2,1697911378,1430,61534023
10.136.5.2,1697911379,10.129.129.2,1697911379,661,15284749
10.143.3.2,1697911379,10.129.129.2,1697911379,1431,61533278
10.136.5.2,1697911380,10.129.129.2,1697911380,662,15256174
